contigs_db	SRS012902-contigs-fixed
Total Length	39101484
Num Contigs	14995
Num Contigs > 100 kb	5
Num Contigs > 50 kb	83
Num Contigs > 20 kb	395
Num Contigs > 10 kb	902
Num Contigs > 5 kb	1586
Num Contigs > 2.5 kb	2554
Longest Contig	139026
Shortest Contig	206
Num Genes (prodigal)	44509
L50	652
L75	2083
L90	6142
N50	13367
N75	3414
N90	715
