contigs_db	SRS016381-contigs-fixed
Total Length	51209317
Num Contigs	32987
Num Contigs > 100 kb	21
Num Contigs > 50 kb	113
Num Contigs > 20 kb	356
Num Contigs > 10 kb	704
Num Contigs > 5 kb	1310
Num Contigs > 2.5 kb	2753
Longest Contig	262791
Shortest Contig	200
Num Genes (prodigal)	67826
L50	1243
L75	7560
L90	19091
N50	5289
N75	1061
N90	459
