contigs_db	SRS1055043-contigs-fixed
Total Length	164826333
Num Contigs	105470
Num Contigs > 100 kb	4
Num Contigs > 50 kb	116
Num Contigs > 20 kb	984
Num Contigs > 10 kb	2808
Num Contigs > 5 kb	5904
Num Contigs > 2.5 kb	11398
Longest Contig	119230
Shortest Contig	200
Num Genes (prodigal)	221386
L50	6474
L75	27449
L90	62884
N50	4535
N75	1043
N90	498
