contigs_db	SRS054956-contigs-fixed
Total Length	107546274
Num Contigs	63063
Num Contigs > 100 kb	27
Num Contigs > 50 kb	139
Num Contigs > 20 kb	592
Num Contigs > 10 kb	1381
Num Contigs > 5 kb	3343
Num Contigs > 2.5 kb	7629
Longest Contig	350350
Shortest Contig	214
Num Genes (prodigal)	147638
L50	4206
L75	16996
L90	37208
N50	4179
N75	1205
N90	561
