contigs_db	SRS014855-contigs-fixed
Total Length	147369328
Num Contigs	62935
Num Contigs > 100 kb	22
Num Contigs > 50 kb	227
Num Contigs > 20 kb	1322
Num Contigs > 10 kb	2986
Num Contigs > 5 kb	5525
Num Contigs > 2.5 kb	9885
Longest Contig	182068
Shortest Contig	206
Num Genes (prodigal)	179827
L50	3063
L75	11947
L90	31374
N50	9751
N75	2013
N90	703
