contigs_db	SRS049712-contigs-fixed
Total Length	146063262
Num Contigs	106732
Num Contigs > 100 kb	1
Num Contigs > 50 kb	26
Num Contigs > 20 kb	433
Num Contigs > 10 kb	1811
Num Contigs > 5 kb	4884
Num Contigs > 2.5 kb	11420
Longest Contig	153881
Shortest Contig	200
Num Genes (prodigal)	211088
L50	10585
L75	34959
L90	68424
N50	2670
N75	920
N90	481
