contigs_db	SRS064232-contigs-fixed
Total Length	65908260
Num Contigs	29735
Num Contigs > 100 kb	16
Num Contigs > 50 kb	102
Num Contigs > 20 kb	523
Num Contigs > 10 kb	1320
Num Contigs > 5 kb	2653
Num Contigs > 2.5 kb	4483
Longest Contig	181748
Shortest Contig	205
Num Genes (prodigal)	79305
L50	1453
L75	5394
L90	14850
N50	9117
N75	1956
N90	645
