contigs_db	SRS013639-contigs-fixed
Total Length	222295185
Num Contigs	158053
Num Contigs > 100 kb	5
Num Contigs > 50 kb	84
Num Contigs > 20 kb	950
Num Contigs > 10 kb	3090
Num Contigs > 5 kb	7704
Num Contigs > 2.5 kb	16577
Longest Contig	133234
Shortest Contig	215
Num Genes (prodigal)	311000
L50	12481
L75	46527
L90	98458
N50	3249
N75	937
N90	465
