contigs_db	SRS017248-contigs-fixed
Total Length	37809549
Num Contigs	14045
Num Contigs > 100 kb	10
Num Contigs > 50 kb	72
Num Contigs > 20 kb	348
Num Contigs > 10 kb	790
Num Contigs > 5 kb	1578
Num Contigs > 2.5 kb	2939
Longest Contig	147491
Shortest Contig	211
Num Genes (prodigal)	41305
L50	755
L75	2524
L90	6044
N50	10468
N75	2985
N90	856
