contigs_db	SRS015190-contigs-fixed
Total Length	112827279
Num Contigs	69436
Num Contigs > 100 kb	1
Num Contigs > 50 kb	51
Num Contigs > 20 kb	610
Num Contigs > 10 kb	1737
Num Contigs > 5 kb	3989
Num Contigs > 2.5 kb	8650
Longest Contig	123779
Shortest Contig	200
Num Genes (prodigal)	155854
L50	5329
L75	19465
L90	41496
N50	3854
N75	1155
N90	536
