contigs_db	SRS1041142-contigs-fixed
Total Length	97978844
Num Contigs	33504
Num Contigs > 100 kb	21
Num Contigs > 50 kb	194
Num Contigs > 20 kb	1020
Num Contigs > 10 kb	2139
Num Contigs > 5 kb	3715
Num Contigs > 2.5 kb	6487
Longest Contig	223752
Shortest Contig	200
Num Genes (prodigal)	106656
L50	1651
L75	5770
L90	15172
N50	12974
N75	2894
N90	927
