contigs_db	SRS1041038-contigs-fixed
Total Length	102931838
Num Contigs	77321
Num Contigs > 100 kb	25
Num Contigs > 50 kb	112
Num Contigs > 20 kb	472
Num Contigs > 10 kb	1139
Num Contigs > 5 kb	2632
Num Contigs > 2.5 kb	6129
Longest Contig	198776
Shortest Contig	200
Num Genes (prodigal)	147370
L50	6069
L75	25215
L90	49915
N50	2517
N75	841
N90	473
